Region,Country,Year,"Reference date",Reference,URL,"NATLEX ISN","General remarks"
Americas,"Costa Rica",2019,2016,"Code of Civil Procedure",http://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?param1=NRTC&nValor1=1&nValor2=81360&nValor3=103729&strTipM=TC,,"Art. 14 Labour Code (c): The Labour Code does not apply to agricultural or livestock farms that permanently occupy no more than five workers. However, the Executive Power may determine through decrees which rules of this Code will be applied to them. For this purpose, it will begin with those that do not imply economic assessment for employers.<br/>However, it was considered unenforceable by resolution of the Supreme Court of Justice of July 22, 1954<br/>Moreover, Public officials subject to a public employment relationship are governed by the civil service rules established in the General Law of Public Administration and the Civil Service Statute. In the absence of express regulations that regulate certain aspects, the provisions established in the CT are applicable in a supplementary manner to them.<br/>"
Americas,Cuba,2019,20140617,"Labour Code (Codigo de trabajo) (Law No 49/1984), amended by Law No 116/2014",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=&p_isn=96404,,
Americas,Cuba,2019,19770820,"Law on Civil, Administrative and Labour Procedures (Ley de Procedimiento Civil, Administrativo y Laboral No 7/1977)",http://www.parlamentocubano.gob.cu/index.php/documento/ley-de-procesamiento-civil-administrativo-y-laboral/,,
Americas,Cuba,2019,19770822,"Law of Organization and Functioning of Works Councils (Ley de Organización y Funcionamento de los Consejos del Trabalho) No 8/1977",http://www.parlamentocubano.gob.cu/index.php/documento/ley-de-organizacion-y-funcionamiento-de-los-consejos-del-trabajo/,,
Europe,Cyprus,2019,20030725,"Termination of employment Act  No. 24 of 1967, as amended up to  Act 111(1) 2003 [TEA] (in Greek only)",http://www.cylaw.org/nomoi/enop/non-ind/1967_1_24/index.html,18961,
Europe,Cyprus,2019,20010309,"Collective Dismissals Act, No. 28(I) of 2001 [CDA] (in Greek only)",http://www.cylaw.org/nomoi/enop/non-ind/2001_1_28/index.html,60225,
Europe,Cyprus,2019,20031201,"The Employees on Fixed-Term Employment (Prohibition of Discriminatory Treatment) Act - Laws 98/2003, 13/2007 and 134/2018.",http://www.mlsi.gov.cy/mlsi/dlr/dlr.nsf/All/62A1FE5092E437ECC22579C100353053/$file/4.pdf?OpenElement,,
Europe,Cyprus,2019,20110429,"Protection against Maternity Act, No. 200(I) of 1997, as amended up to Act 70(I) of 2011, published on 29 April 2011 (in Greek only)",http://www.cylaw.org/nomoi/enop/non-ind/1997_1_100/index.html,,
Europe,Czechia,2019,20120401,"Labour Code [LC], Act No. 262/2006, as amended by Act No. 365/2011 Coll. which took effect on 1 April 2012",,74435,
Europe,Czechia,2019,20170729,"Employment Act [EA], Act No. 435/2004, reviewed by Act No.206/2017 Coll., which took effect on 29th July 2017.",,68916,
Europe,Czechia,2019,20080423,"Act No.198/2009 Coll. of 23 April 2008 on equal treatment and on the legal means of protection against discrimination and on amendment to some laws (the Anti-Discrimination Act).",,91497,
Europe,Czechia,2019,20070131,"Collective Bargaining Act (Act No. 2/1991), as amended.",,21640,
Europe,Germany,2017,20170721,"Protection against Dismissal Act [PADA],   1969, as last amended in July 2017<br/>(Kündigungsschutzgesetz - available in German only)",http://www.gesetze-im-internet.de/bundesrecht/kschg/gesamt.pdf,84076,
Europe,Germany,2017,20170720,"Civil Code [CC], art. 611-630, 2002 (new version), as subsequently amended <br/>(Bürgerliches Gesetzbuch)",http://bundesrecht.juris.de/englisch_bgb/index.html,61880,
Europe,Germany,2017,20170717,"Works Constitution Act [WCA], 2001 as amended up until July 2017 <br/>(Betriebsverfassungsgesetz)",https://www.gesetze-im-internet.de/englisch_betrvg/index.html,,
Europe,Denmark,2017,20170329,"Employers&apos; and Salaried Employees&apos; (Legal Relationship) (Consolidation) Act [ESEA], as amended by Act 285 of 2017",http://uk.bm.dk/Legislations/~/media/BEM/Files/English/Acts/Consolidation%20Act%20on%20the%20Legal%20Relationship%20between%20Employers%20and%20Salaried%20Employees.ashx,,
Europe,Denmark,2017,20170426,"Act on notice [...] in connection with collective redundancies, referred to as Collective Dismissals Act [CDA], Act No. 414 of 1 June 1994, as amended by Act No. 385 of 2017.",https://www.retsinformation.dk/forms/r0710.aspx?id=129825,38422,
Africa,Algeria,2019,19970111,"Labour Relations Act [LRA], Act No. 90-11 of 21 April 1990, as last amended Order No. 97-02 of  11 January 1997<br/>(in French only: Loi no 90-11 du 21 avril 1990 relative aux relations de travail, telle que modifiée par l&apos;ordonnance no 97-02 du 11 janvier 1997)",,9557,
Africa,Algeria,2019,19940526,"Legislative Decree No. 94-09 on the preservation of employment and protection of employees who may unintentionally lose their job<br/>(in French only: Décret législatif no 94-09 du 26 mai 1994 portant préservation de l&apos;emploi et protection des salariés susceptibles de perdre de façon involontaire leur emploi)",http://www.cnac.dz/ressources/dowloads/decr_legis94-09.pdf,38027,
Africa,Algeria,2019,19900206,"Individual Labour Disputes Settlement Act [ILDSA], No. 90-04 of 6 February 1990<br/>(in French only: Loi n° 90-04 du 6 février 1990 relative an reglement des conflits individuels de travail)",,9559,
Africa,Algeria,2019,19900602,"Loi n° 90-14 du 2 juin 1990 relative aux modalités d&apos;exercice du droit syndical, modifiée et complétée au 10 juin 1996.",,20005,
Americas,Ecuador,2019,20150420,"Law No 483/2015 (Organic Law of Labour Justice and Recognitition of domestic work), that amended the Labour Code",https://biblioteca.defensoria.gob.ec/handle/37000/2198?mode=full,,
Americas,Ecuador,2019,20051216,"Labour Code (Código del Trabajo)",http://www.trabajo.gob.ec/biblioteca/,,
Europe,Estonia,2017,20170428,"Employment Contracts Act (ECA), adopted in December 2008 and entered into force in July 2009, consolidated version including amendment of 28 April 2017, effective since 8 May 2017.<br/>The link provided is in English, updated up to 2012",https://www.riigiteataja.ee/akt/104072017122,81840,
Europe,Estonia,2017,20081211,"Equal Treatment Act [ETA], dated 11 December 2008 (RT I 2008, 56, 315), entered into force 1 January 2009",http://www.erinevusrikastab.ee/en/materials/legislation?id=157,81854,
Europe,Estonia,2017,200303,"Individual Labour Dispute Resolution Act [ILDRA], dated 20 December 1995, consolidated version dated March 2003",http://www.legaltext.ee/et/andmebaas/tekst.asp?loc=text&dok=X1040K2&keel=en&pg=1&ptyyp=RT&tyyp=X&query=individuaalse%20t%EF%BF%BD%EF%BF%BDvaidluse%20lahendamise%20seadus,43802,
Africa,Egypt,2017,20030407,"Labour Law [LL], No. 12 of 2003.",,64693,
Africa,Egypt,2017,20080622,"Law No. 180 of 2008 amending Certain Provisions of the Labour Law No. 12 of 2003 (not available in English in electronic format).<br/>[This law amends art. 70, 71, 71 of the LL on dispute resolution. In particular, &quot;the committee&quot; is to be replaced by &quot;the labour court&quot; wherever it is mentioned in the principal law.]",,79477,
Africa,Egypt,2017,20030611,"Decree No. 984 of 2003 concerning the formation of local committees for deciding the close-down requests, and the central committee for complaints for the decisions of these committees.",,69751,
Africa,Egypt,2017,20150312,"Law No. 18 of 2015 concerning the Civil Service [Civil Service Law]",http://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=102504&p_country=EGY&p_count=485&p_classification=22.10&p_classcount=57,,
Europe,Spain,2019,20151113,"Workers&apos; Statute (Estatuto de los trabajadores) [ET], Royal Decree Law 2/2015, consolidated version (Real Decreto Legislativo 2/2015, de 23 de octubre, por el que se aprueba el texto refundido de la Ley del Estatuto de los Trabajadores). Available only in Spanish.",https://www.boe.es/diario_boe/txt.php?id=BOE-A-2015-11430,102136,
Europe,Spain,2019,20111211,"Labour Procedure Law [LPL], Act No. 36/2011, (Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social). Available only in Spanish.",https://www.boe.es/diario_boe/txt.php?id=BOE-A-2011-15936,,
Europe,Spain,2019,20130726,"Law 11/2013 on measures to support the entrepeneur and promote growth and generate employment (Ley 11/2013, de 26 de julio, de medidas de apoyo al emprendedor y de estímulo del crecimiento y de la creación de empleo. Available only in Spanish.",http://boe.es/buscar/doc.php?id=BOE-A-2013-8187,94014,
Africa,Ethiopia,2013,20040226,"Labour Proclamation Act No 377/2003 [LP];",,67274,
Africa,Ethiopia,2013,20060629,"Labour (Amendment) Proclamation Act No 494/2006 [LAP]",http://www.ilo.org/wcmsp5/groups/public/---ed_protect/---protrav/---ilo_aids/documents/legaldocument/wcms_125378.pdf,74476,
Europe,Finland,2019,20170501,"Employment Contract Act, No. 55 of 2001 [ECA]. <br/><b>Note</b>: Amendments up to 204/2017 in force since May 1st.",http://finlex.fi/fi/laki/ajantasa/2001/20010055?search%5Btype%5D=pika&search%5Bpika%5D=ty%C3%B6sopimuslain,58905,
Europe,Finland,2019,20170501,"Act on Cooperation within Undertakings, No 334 of 2007 [ACU], last amended by Act 208/2017 of 4 July 2017 in force since May 1st. 2017.<br/>Note: the amendments since 2014 are not included in the English version",http://www.finlex.fi/en/laki/kaannokset/2007/en20070334.pdf,75816,
Europe,France,2019,0,"Labour Code (2007-2008: new codification), as subsequently amended, consolidated version (Code du travail - in French only)",http://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000006072050&dateTexte=20121231,60878,
Africa,Gabon,2019,20001012,"Labour Code [LC]<br/>(Act No 3/94 of 21 Nov. 94, as amended by Act n°12/2000 of 12 Oct. 2000)<br/>(Code du travail - in French only)",http://www.droit-afrique.com/images/textes/Gabon/Gabon%20-%20Code%20du%20travail.pdf,39615,
Africa,Gabon,2019,20100225,"Order No. 018/PR/2010, amending some provisions of the Labour Code<br/>(Ordonnance n° 018/PR/2010 du 25 février 2010 portant modification de certaines dispositions du Code du Travail de la République gabonaise - in French only)",,85242,
Europe,"United Kingdom",2019,2013,"Employment Rights Act [ERA], 1996 (c. 18) amended by the Enterprises and Regulatory Reform Act of 2013",http://www.legislation.gov.uk/ukpga/1996/18/section/123,,
Europe,"United Kingdom",2019,20120330,"The Unfair Dismissal and Statement of Reasons for Dismissal (Variation of Qualifying Period) Order, 30 March 2012 (SI 2012/989), coming into force 6 April 2012, amending sec. 108(1) of the Employment Rights Act 1996",http://www.legislation.gov.uk/uksi/2012/989/pdfs/uksi_20120989_en.pdf,,
Europe,"United Kingdom",2019,2013,"Trade Union and Labour Relations (Consolidation) Act [TULRCA],1992 (c. 52) as amended by the Order 2013.",https://www.legislation.gov.uk/ukpga/1992/52/section/188#reference-key-ebe6fdcc9c0bef2adf11863a1fbcfdd4,,
Europe,"United Kingdom",2019,20020730,"Fixed-term Employees (Prevention of Less Favourable Treatment) Regulations [FTER], 2002",http://www.opsi.gov.uk/si/si2002/20022034.htm,,
Europe,"United Kingdom",2019,2013,"Employment Tribunal Acts [ETA], 1996 (c. 17) as amended y the Enterprises and Regulatory Reform Act of 2013. Consolidated version dated 15 December 2007.<br/>[Note however that not all amendments are included in the electronic revised version provided below. Subsequent amendments up to SI 2012/988 (link provided below) have been reviewed by the researchers].",http://www.opsi.gov.uk/RevisedStatutes/Acts/ukpga/1996/cukpga_19960017_en_1,,
Europe,"United Kingdom",2019,20120330,"The Employment Tribunals Act 1996 (Tribunal Composition) Order, 30 March 2012 (SI 2012/988), coming into force 6 April 2012, amending the Employment Tribunals Act 1996.",http://www.legislation.gov.uk/uksi/2012/988/pdfs/uksi_20120988_en.pdf,,
Europe,"United Kingdom",2019,2013,"Enterprise and Regulatory Reform Act, 2013",http://www.legislation.gov.uk/ukpga/2013/24/contents/enacted,,
Europe,Georgia,2019,20190503,"Labour Code of 2010 - Organic Law of Georgia, as last amended on 3 May 2019.",https://matsne.gov.ge/en/document/view/1155567?publication=9,88313,
Africa,Ghana,2020,20031008,"Labour Act [LA], Act No. 651 of 2003<br/>(in force since 31 March 2004)",http://www.nlcghana.org/nlc/privatecontent/document/LABOURACT2003.pdf,66955,
Africa,Ghana,2020,20070528,"Labour Regulations, 2007 (L.I. 1833)<br/>(in force since 31 July 2007)",,77273,
Africa,Ghana,2020,20061016,"Whistleblower Act [WA], Act No. 720 of 2006<br/>(in force since 16th October 2006)<br/>",,,
Europe,Greece,2019,20170913,"Act No. 3863/2010 on Social Security, July 2010 (Bulletin of Government Gazette &#913; 115/15.07.2010), as last amended by Act 4488/2017 from 13 September 2017.",https://www.e-nomothesia.gr/kat-ergasia-koinonike-asphalise/n-3863-2010.html,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,1984,"Greek Civil Code [CC], Presidential Decree 456/1984 (art. 648 - 680 on contracts of employment)  [in Greek only]",http://nomothesia.ependyseis.gr/eu-law/downloadsDetails.do?action=itemDetails&itemId=564,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,20170829,"Act No. 2112/1920 of March 1920 &quot;On the  mandatory notification of termination of private sector employment contracts&quot;, as amended by Act No. 4487 of 2017 [in Greek only]",https://www.taxheaven.gr/laws/law/index/law/20,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,1994,"Royal Decree 16-18 July 1920 &quot;On the extension of the application of Act  2112 to workers, technicians and servants, as amended in 1994 [in Greek only]",https://www.pim.gr/index.php?option=com_content&view=article&id=367:2009-08-28-11-14-09&catid=24:2007&Itemid=143,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,2014,"Act No. 3198/1955 of February 1995 amending and supplementing the termination of employment provisions, as last amended by Act 4254 of 2014 [in Greek only]",https://www.e-forologia.gr/lawbank/document.aspx?digest=54B6A878797E4A40.1D031AEA53&version=2014/04/07,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,20030402,"Presidential Decree 81/2003 - Provisions on employees working on the basis of a fixed-term contract as last amended by Presidential Decree 180/2004 [in Greek only]","https://www.taxheaven.gr/laws/law/index/law/117  There have been no amendments since 2004, see",,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,20170519,"Act No. 1387/1983 on collective dismissals, as last amended by Act 4472/2017",https://www.e-forologia.gr/lawbank/document.aspx?digest=775A45F1F481A800.1D031AEA53&version=1983/08/19,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,2011,"Law No. 3986/2011 on Urgent Measures for the Implementation of the Medium Term Financial Framework 2012-2015 - [Special Solidarity Contribution to Natural Persons - Trade Fee]",https://www.taxheaven.gr/laws/law/index/law/328,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Europe,Greece,2019,2004,"Presidential Decree (PD) No. 180/2004 relating to &apos;regulations for fixed-term contract workers in the private sector&apos; (amending PD No. 81/2003)",https://www.taxheaven.gr/laws/law/index/law/118,,"The Social Security Law (No. 3863/2010) enacted in July 2010 and further amended has introduced several changes to the rules regarding dismissals."
Americas,Guatemala,2019,20170606,"The Labour Code [LC] was approved by Decree No. 330 of February 8, 1947, amended by Decree No 1441 of 29 April 1961, and the last of its reforms was introduced by Decree No. 7 of April 5, 2017, which entered into force on June 6, 2017.",https://www.mintrabajo.gob.gt/index.php/documentacion/leyes-ordinarias,,"Arts. 1, 2 and 14 Labour Code: The Labour Code regulates the rights and obligations of employers and workers, on the occasion of work, and creates institutions to resolve their conflicts. The Code and its regulations are of public order and its provisions must be subject to all companies regardless of their nature, if they are existing or that in the future are established in Guatemala. The imposition previously described also applies to all the inhabitants of the country, without distinction of sex or nationality, except for legal persons under Public Law and the exceptions that correspond according to the principles of International Law and treaties.<br/><br/>"
Americas,Honduras,2019,20140331,"Hourly Employment Law - Ley de Empleo por Hora, Decree No.354/2012, effective as of 31 March 2014",http://www.trabajo.gob.hn/ley-de-empleo-por-hora/,,
Americas,Honduras,2019,20081031,"Labour Code [LC], Decree No. 189 de 1959 (consolidated version) as last amended in 2008 by Decree No. 150-2008, of 31 October 2008 (Código del Trabajo de Honduras: Decreto No. 198 de 1959. Edición rubricada y concordada con las normas nacionales e internacionales del trabajo, Editores Darlan Esteban Matute López y Giovanni Rodríguez Mejía, OIT [2009] in Spanish only)",http://www.ilo.org/dyn/eplexadmin/docs/8/Labour%20code%20consolidated%20honduras.pdf,,
Europe,Hungary,2019,20111213,"Labour Code [LC], Act I of 2012 in force since July 1st, 2012 (hereafter: &quot;LC&quot;)",,89886,
Europe,Hungary,2019,20031228,"Act on Equal Treatment and Promotion of Equal Opportunities, No CXXV of 2003 (hereafter:&quot;ETA Act&quot;)",https://www.ilo.org/dyn/natlex/natlex4.detail?p_lang=en&p_isn=68657&p_country=HUN&p_count=937,68657,
Asia,Indonesia,2019,20030325,"Act No. 13 of 2003 concerning Manpower [MA]",http://www.expat.or.id/business/ManpowerActno13tahun2003.pdf,64764,
Asia,Indonesia,2019,20040114,"Act No. 2 of 2004 concerning Industrial Relations Disputes Settlements [IRDSA]",https://www.ilo.org/dyn/natlex/docs/ELECTRONIC/67355/106274/F-1162597516/IDN67355%20Eng%202.pdf,67355,
Asia,Indonesia,2019,20000804,"Act No. 21 of 2000 concerning Trade Unions [TUA]",https://www.ilo.org/dyn/natlex/docs/MONOGRAPH/57553/119982/F313591142/IDN57553%20Eng.pdf,57553,
Asia,Indonesia,2019,20060101,"Law No. 13 of 2006 concerning protection of witness and victims",https://www.legal-tools.org/doc/51b8a3/pdf/,,
Asia,India,2019,20100818,"The Industrial Disputes Act (IDA), Act No. 14 of 1947 as last amended by the Act No. 24 of 2010",http://labour.nic.in/content/innerpage/industrial-relations.php,87986,"Labor and employment regulation in India are governed at both the federal and state levels. The main federal statutes that regulate the termination of employment include the Industrial Employment (Standing Orders) Act, 1946 and the Industrial Disputes Act, 1947, as amended."
Asia,India,2019,20081208,"Workmen&apos;s Compensation Act, 1923,as last amended on 8 December, 2008",http://labour.up.nic.in/labourcommissioner/workcomact23.htm,51982,"Labor and employment regulation in India are governed at both the federal and state levels. The main federal statutes that regulate the termination of employment include the Industrial Employment (Standing Orders) Act, 1946 and the Industrial Disputes Act, 1947, as amended."
Asia,India,2019,19710522,"Industrial Employment (Standing Orders) Central Rules, 1946, as last amended on May 22, 1971 (Model Standing Orders (MSO))",https://labour.gov.in/sites/default/files/INDUSTRIALEMPLOYMENT(STANDINGORDERS)1CENTRALRULES1946.pdf,,"Labor and employment regulation in India are governed at both the federal and state levels. The main federal statutes that regulate the termination of employment include the Industrial Employment (Standing Orders) Act, 1946 and the Industrial Disputes Act, 1947, as amended."
Asia,India,2019,20080401,"Maternity Benefit Act, 1961 (No. 53 of 1961), as last amended by Act No. 15 of 2008",http://labour.nic.in/content/innerpage/equality.php,80024,"Labor and employment regulation in India are governed at both the federal and state levels. The main federal statutes that regulate the termination of employment include the Industrial Employment (Standing Orders) Act, 1946 and the Industrial Disputes Act, 1947, as amended."
Asia,India,2019,19820517,"Industrial Employment (Standing Orders) Act, 1946 (Act No. 20 of 1946) As Amended by Acts Nos. 3 of 1951, 36 of 1956, 16 of 1961, 39 or 1963, 51 of 1970 and 18 of 1982",http://labour.nic.in/content/innerpage/industrial-relations.php,32067,"Labor and employment regulation in India are governed at both the federal and state levels. The main federal statutes that regulate the termination of employment include the Industrial Employment (Standing Orders) Act, 1946 and the Industrial Disputes Act, 1947, as amended."
Asia,India,2019,19840518,"Payment of Gratuity Act, 1972, as last amended by Act No. 25 of 1984",http://labour.nic.in/content/innerpage/social-security.php,5212,"Labor and employment regulation in India are governed at both the federal and state levels. The main federal statutes that regulate the termination of employment include the Industrial Employment (Standing Orders) Act, 1946 and the Industrial Disputes Act, 1947, as amended."
Asia,"Iran, Islamic Republic of",2010,19901120,"Labour Code [LC], of 20 November 1990",,21843,
Europe,Italy,2019,20150615,"Civil Code, Book 5, 1942, as amended by the Legislative Decree No. 81 of 15 June, 2015<br/>(Codice Civile - available only in Italian)",http://www.altalex.com/index.php?idnot=34794,67509,
Europe,Italy,2019,20160924,"Law No. 300 of 20 May 1970 on workers&apos; protection, also known as the Workers&apos; Statute, as last amended by Legislative Decree No. 185 of 24 September 2016<br/>(Statuto dei Lavoratori - available only in Italian)",http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1970-05-20;300!vig=,,
Europe,Italy,2019,20130628,"Law No. 604 of 15 July 1966 on individual dismissals, as last amended by Legal Decree No. 76 of 28 June 2013<br/>(Norme sui licenziamenti individuali - only in Italian)",https://www.cliclavoro.gov.it/Normative/Legge_15_luglio_1966_n.604.pdf,,
Europe,Italy,2019,19900911,"Law No. 108 of 1990 on individual dismissals<br/>(Disciplina dei licenziamenti individuali - only in Italian)",http://www.edizionieuropee.it/LAW/HTML/33/zn58_13_003.html,,
Europe,Italy,2019,20190319,"Law No. 223 of 1991 on collective dismissals<br/>(Norme in materia di cassa integrazione, mobilità, trattamenti di disoccupazione, attuazione di direttive della Comunità europea, avviamento al lavoro ed altre disposizioni in materia di mercato del lavoro - available only in Italian) as last amended by Law Decree No. 27 of 19 March 2019",http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1991-07-23;223!vig=,,
Europe,Italy,2019,20191231,"Law No. 183 of 10 December 2014 on the reform of the labour market <br/>(Deleghe al Governo in materia di riforma degli ammortizzatori sociali, dei servizi per il lavoro e delle politiche attive, nonche’ in materia di riordino della disciplina dei rapporti di lavoro e dell’attività ispettiva e di tutela e conciliazione delle esigenze di cura, di vita e di lavoro – only in Italian)<br/>under which the following legislative decrees were brought:<br/>- Legislative Decree No. 22 of 4 March, 2015 on the reform of the unemployment, as last amended by Law Decree No. 101 of 2019, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015;22 <br/>- Legislative Decree No. 23 of 4 March, 2015 on the contracts and increasing protection, and the reform of the penalties in the cases of illegal termination, as last amended by Law No. 145 of 2018, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015;23 <br/>- Legislative Decree No. 80 of 15 June 2015 on the reconciliation of the work-life balance, as last amended by Law No. 205 of 2017, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015;80 <br/>- Legislative Decree No. 81 of 15 June, 2015 on the new standards on para-subordinate cooperation, on tasks, on reorganization of the non-standard types of work, as last amended by Law Decree No. 162 of 2019, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015;81 <br/>- Legislative Decree No. 148 of 14 September, 2015, as last amended by Law Decree No. 162 of 2019, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015-09-14;148!vig= <br/>- Legislative Decree No. 149 of 14 September, 2015 on the reform of inspection activities (Labour Inspection), as last amended by Law No. 145 of 2018, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015-09-14;149!vig= <br/>- Legislative Decree No. 150 of 14 September, 2015 of labour services and active policies, as last amended by Law No. 128 of 2019, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015-09-14;150 <br/>- Legislative Decree No. 151 of 15 September, 2015, on long distance contracts and termination and hiring of the people with disabilities, and the protection of safety and health at work, as last amended by Law Decree No. 135 of 2018, available at: https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2015-09-14;151",http://www.gazzettaufficiale.it/eli/id/2014/12/15/14G00196/sg,,
Europe,Italy,2019,20191227,"Law Decree No. 87 of 2018 on FTC and remedies regarding dismissals<br/>(Disposizioni urgenti per la dignità dei lavoratori e delle imprese), amending  Legislative Decree No. 23 of 4 March, 2015 and Legislative Decree No. 81 of 15 June, 2015, as last amended by Law No. 160 of 27 December, 2019",https://www.gazzettaufficiale.it/eli/id/2018/07/13/18G00112/sg,,
Americas,Jamaica,2019,20080101,"Employment (Termination and Redundancy) Act enacted in 9 December 1974, last amended in 1 January 2008.",https://moj.gov.jm/laws/employment-termination-etc-act,,
Americas,Jamaica,2019,19620723,"Constitution of Jamaica",https://jis.gov.jm/government/the-constitution/,,
Americas,Jamaica,2019,20020101,"Trade Union Act, enacted in 25 October 1919, last amended 01 January 2002.",https://moj.gov.jm/laws/trade-union-act,,
Americas,Jamaica,2019,20141125,"Labour Relations and Industrial Disputes Act enacted in 08 April 1975, last amended in 25 of November 2014.",https://moj.gov.jm/laws/labour-relations-and-industrial-disputes-act,,
Americas,Jamaica,2019,19750101,"Employment (Equal Pay for Men and Women) Act enacted in 1 January 1975",https://moj.gov.jm/laws/employment-equal-pay-men-and-women-act,,
"Arab States",Jordan,2019,2004,"Labour Law [LL], No. 8 of 1996, as amended up to Act No. 11 of the 2004.",,45676,"In addition, Article 23 of the Constitution of Jordan provides that:<br/>&quot;1- Work is the right of all citizens, and the State shall avail it to Jordanians by directing and improving the national economy.<br/>2- The State shall protect labour and enact legislation therefore based on the following principles:<br/>(...) c- Specifying special compensation to workers supporting families and in the cases of <b>dismissal</b>, illness, disability and emergencies arising out of work. (...)&quot;"
"Arab States",Jordan,2019,20100715,"Interim Act No. 26 of 2010 amending the Labour Code",,85213,"In addition, Article 23 of the Constitution of Jordan provides that:<br/>&quot;1- Work is the right of all citizens, and the State shall avail it to Jordanians by directing and improving the national economy.<br/>2- The State shall protect labour and enact legislation therefore based on the following principles:<br/>(...) c- Specifying special compensation to workers supporting families and in the cases of <b>dismissal</b>, illness, disability and emergencies arising out of work. (...)&quot;"
"Arab States",Jordan,2019,19770101,"Civil Code No. 43 of 1976 (in Arabic)",https://wipolex.wipo.int/en/legislation/details/2612,,"In addition, Article 23 of the Constitution of Jordan provides that:<br/>&quot;1- Work is the right of all citizens, and the State shall avail it to Jordanians by directing and improving the national economy.<br/>2- The State shall protect labour and enact legislation therefore based on the following principles:<br/>(...) c- Specifying special compensation to workers supporting families and in the cases of <b>dismissal</b>, illness, disability and emergencies arising out of work. (...)&quot;"
Asia,Japan,2019,20180706,"Labour Standards Act [LSA], Act No. 49 of April 7, 1947 as last amended by Act No. 42 of 27 June 2012, last amended by the Act to Promote the Work Style Reform by Amending Related Acts (Act No.71 of 2018 of 6 July 2018 )[Work Style Reform Act of 2018]",http://www.japaneselawtranslation.go.jp/law/detail/?ft=1&re=01&dn=1&x=68&y=12&co=01&ia=03&ky=%E5%8A%B4%E5%83%8D%E5%9F%BA%E6%BA%96%E6%B3%95&page=33&id=2236&lvm=01,,
Asia,Japan,2019,20180706,"Labour Contract Act [LCA], Act No. 128 of December 5, 2007  as last amended by Act No.59 of 10 August 2012 last amended by the Work Style Reform Act 2018",http://www.japaneselawtranslation.go.jp/law/detail/?id=2578&vm=04&re=02,79056,
Asia,Japan,2019,20190614,"Civil Code [CC], Law No. 89 of 27 April, 1896, as amended through Act No. 34 of 2019",http://www.japaneselawtranslation.go.jp/law/detail/?re=02&dn=1&x=0&y=0&co=1&ia=03&ja=04&yo=civil+code&gn=&sy=&ht=&no=&bu=&ta=&ky=&page=4,,
Asia,Japan,2019,20190605,"Employment Measures Act [EMA], Act No. 132 of July 21, 1966 as last amended by Act No. 79 of July, 15, 2009,  last amended by the Work Style Reform Act 2018, with the new title “Act on Comprehensive Promotion of Labour Policies, Employment Stability, and Improvement of Working Life (ACPLP)”, as last amended by Act No. 24 of 2019",http://www.japaneselawtranslation.go.jp/law/detail/?re=01&dn=1&x=0&y=0&co=1&ia=03&yo=&gn=&sy=&ht=&no=&bu=&ta=&ky=%E9%9B%87%E7%94%A8%E5%AF%BE%E7%AD%96%E6%B3%95&page=4&id=2227&lvm=02,,
Asia,Japan,2019,20190605,"Act on Securing, etc. of Equal Opportunity and Treatment between Men and Women in Employment, Act No. 113 of 1972, (Equal Employment Opportunity Act: EEOA), as last amended by Act No. 24 of 2019",http://www.japaneselawtranslation.go.jp/law/detail/?re=02&ky=ask&ia=03&page=91&la=01&ja=04,,
